Composition = 65% Dunite, 35% Water
log temp, log pressure (dyne/cm^2), logdensity (g/cc)
1.78,1.4,0.28451299984743356
1.78,1.6,0.2858380766244605
1.78,1.8,0.28716314785899094
1.78,2.0,0.2884882135506741
1.78,2.2,0.2898132736991592
1.78,2.4,0.29113832830409586
1.78,2.6,0.2924633773651334
1.78,2.8,0.2937884208819217
1.78,3.0,0.29511345885411
1.78,3.2,0.2964384912813487
1.78,3.4,0.29776351816328744
1.78,3.6,0.2990885394995764
1.78,3.8,0.30041355528986585
1.78,4.0,0.301738565533806
1.78,4.2,0.30306357023104713
1.78,4.4,0.3043885693812399
1.78,4.6,0.30571356298403496
1.78,4.8,0.30703855103908284
1.78,5.0,0.30836353354603463
1.78,5.2,0.3096885105045411
1.78,5.4,0.3110134819142533
1.78,5.6,0.31233844777482256
1.78,5.8,0.31366340808590015
1.78,6.0,0.31498836284713727
1.78,6.2,0.3163133120581856
1.78,6.4,0.3176382557186965
1.78,6.6,0.3189631938283221
1.78,6.8,0.3202881263867139
1.78,7.0,0.32161305339352403
1.78,7.2,0.3229379748484043
1.78,7.4,0.32426289075100717
1.78,7.6,0.3255878011009847
1.78,7.8,0.32691270589798926
1.78,8.0,0.3282376051416735
1.78,8.2,0.32956249883169003
1.78,8.4,0.3308873869676914
1.78,8.6,0.33221226954933053
1.78,8.8,0.33353714657626043
1.78,9.0,0.33486201804813404
1.78,9.2,0.33618688396460455
1.78,9.4,0.33751174432532505
1.78,9.6,0.33883659912994923
1.78,9.8,0.34016144837813034
1.78,10.0,0.3414862920695222
1.78,10.2,0.3428111302037784
1.78,10.4,0.34413596278055264
1.78,10.6,0.34677119829456593
1.78,10.8,0.36557184402360116
1.78,11.0,0.3839103329870914
1.78,11.2,0.40237027060699243
1.78,11.4,0.43953151259537804
1.78,11.6,0.4786396297255838
1.78,11.8,0.5214813522127959
1.78,12.0,0.5729954742487962
1.78,12.2,0.627649900533236
1.78,12.4,0.6875822475934108
1.78,12.6,0.7510573327521021
1.78,12.8,0.8189077523146484
1.78,13.0,0.8902095146891332
1.78,13.2,0.9643583280216826
1.78,13.4,1.0418923838893601
1.78,13.6,1.1227443187311907
1.78,13.8,1.2061183781195546
1.78,14.0,1.292044923619639
1.78,14.2,1.3803846557845647
1.78,14.4,1.4709805996201983
1.78,14.6,1.5638002661904495
1.78,14.8,1.658629448309005
1.78,15.0,1.7553436885849
1.86,-3.8,0.24948150534892016
1.86,-3.6,0.2508146236189673
1.86,-3.4,0.2521477362474713
1.86,-3.2,0.253480843234069
1.86,-3.0,0.25481394457839696
1.86,-2.8,0.25614704028009194
1.86,-2.6,0.2574801303387909
1.86,-2.4,0.25881321475413116
1.86,-2.2,0.26014629352574975
1.86,-2.0,0.2614793666532841
1.86,-1.8,0.26281243413637134
1.86,-1.6,0.26414549597464926
1.86,-1.4,0.26547855216775523
1.86,-1.2,0.26681160271532733
1.86,-1.0,0.26814464761700324
1.86,-0.8,0.26947768687242085
1.86,-0.6,0.27081072048121857
1.86,-0.4,0.2721437484430343
1.86,-0.2,0.2734767707575066
1.86,0.0,0.2748097874242735
1.86,0.2,0.276142798442974
1.86,0.4,0.27747580381324666
1.86,0.6,0.2788088035347301
1.86,0.8,0.2801417976070633
1.86,1.0,0.28147478602988535
1.86,1.2,0.28280776880283526
1.86,1.4,0.2841407459255521
1.86,1.6,0.2854737173976755
1.86,1.8,0.2868066832188448
1.86,2.0,0.28813964338869963
1.86,2.2,0.2894725979068796
1.86,2.4,0.29080554677302467
1.86,2.6,0.2921384899867746
1.86,2.8,0.2934714275477695
1.86,3.0,0.29480435945564926
1.86,3.2,0.2961372857100546
1.86,3.4,0.2974702063106256
1.86,3.6,0.29880312125700276
1.86,3.8,0.3001360305488268
1.86,4.0,0.3014689341857383
1.86,4.2,0.30280183216737816
1.86,4.4,0.30413472449338735
1.86,4.6,0.3054676111634068
1.86,4.8,0.30680049217707783
1.86,5.0,0.3081333675340418
1.86,5.2,0.3094662372339399
1.86,5.4,0.3107991012764138
1.86,5.6,0.3121319596611051
1.86,5.8,0.31346481238765544
1.86,6.0,0.31479765945570687
1.86,6.2,0.3161305008649012
1.86,6.4,0.31746333661488074
1.86,6.6,0.3187961667052874
1.86,6.8,0.3201289911357637
1.86,7.0,0.321461809905952
1.86,7.2,0.322794623015495
1.86,7.4,0.32412743046403525
1.86,7.6,0.32546023225121556
1.86,7.8,0.3267930283766787
1.86,8.0,0.32812581884006786
1.86,8.2,0.3294586036410261
1.86,8.4,0.33079138277919673
1.86,8.6,0.3321241562542229
1.86,8.8,0.33345692406574823
1.86,9.0,0.33478968621341626
1.86,9.2,0.33612244269687086
1.86,9.4,0.33745519351575565
1.86,9.6,0.3387879386697146
1.86,9.8,0.34012067815839186
1.86,10.0,0.34145341198143153
1.86,10.2,0.342786140138478
1.86,10.4,0.3441188626291754
1.86,10.6,0.34675072247069827
1.86,10.8,0.3655572419214483
1.86,11.0,0.3839016749226738
1.86,11.2,0.4023655352268024
1.86,11.4,0.4395281861801877
1.86,11.6,0.4786378585565234
1.86,11.8,0.5214804787896742
1.86,12.0,0.5729949440821549
1.86,12.2,0.6276496335236449
1.86,12.4,0.6875820941769311
1.86,12.6,0.7510572570337173
1.86,12.8,0.8189077174037562
1.86,13.0,0.8902095016691121
1.86,13.2,0.964358322210505
1.86,13.4,1.0418923747219162
1.86,13.6,1.1227443014974405
1.86,13.8,1.2061183720713717
1.86,14.0,1.2920449237318925
1.86,14.2,1.3803846556403083
1.86,14.4,1.470980599552413
1.86,14.6,1.563800266158786
1.86,14.8,1.658629448294127
1.86,15.0,1.755343688577681
1.94,-3.8,0.24888776164588078
1.94,-3.6,0.2502289874694629
1.94,-3.4,0.2515702075428906
1.94,-3.2,0.25291142186579074
1.94,-3.0,0.25425263043779
1.94,-2.8,0.2555938332585158
1.94,-2.6,0.25693503032759507
1.94,-2.4,0.25827622164465525
1.94,-2.2,0.25961740720932375
1.94,-2.0,0.2609585870212282
1.94,-1.8,0.262299761079996
1.94,-1.6,0.26364092938525513
1.94,-1.4,0.2649820919366335
1.94,-1.2,0.26632324873375895
1.94,-1.0,0.2676643997762599
1.94,-0.8,0.26900554506376434
1.94,-0.6,0.27034668459590067
1.94,-0.4,0.27168781837229744
1.94,-0.2,0.2730289463925834
1.94,0.0,0.274370068656387
1.94,0.2,0.2757111851633372
1.94,0.4,0.2770522959130632
1.94,0.6,0.27839340090519354
1.94,0.8,0.27973450013935797
1.94,1.0,0.28107559361518547
1.94,1.2,0.2824166813323056
1.94,1.4,0.28375776329034796
1.94,1.6,0.2850988394889421
1.94,1.8,0.2864399099277178
1.94,2.0,0.2877809746063053
1.94,2.2,0.2891220335243342
1.94,2.4,0.2904630866814346
1.94,2.6,0.2918041340772373
1.94,2.8,0.2931451757113724
1.94,3.0,0.2944862115834703
1.94,3.2,0.2958272416931617
1.94,3.4,0.29716826604007746
1.94,3.6,0.2985092846238483
1.94,3.8,0.2998502974441052
1.94,4.0,0.3011913045004793
1.94,4.2,0.30253230579260193
1.94,4.4,0.30387330132010437
1.94,4.6,0.30521429108261794
1.94,4.8,0.3065552750797743
1.94,5.0,0.3078962533112052
1.94,5.2,0.30923722577654245
1.94,5.4,0.31057819247541796
1.94,5.6,0.3119191534074638
1.94,5.8,0.3132601085723121
1.94,6.0,0.3146010579695953
1.94,6.2,0.31594200159894553
1.94,6.4,0.3172829394599957
1.94,6.6,0.3186238715523782
1.94,6.8,0.31996479787572585
1.94,7.0,0.3213057184296716
1.94,7.2,0.32264663321384834
1.94,7.4,0.3239875422278895
1.94,7.6,0.32532844547142786
1.94,7.8,0.32666934294409733
1.94,8.0,0.32801023464553086
1.94,8.2,0.3293511205753626
1.94,8.4,0.33069200073322585
1.94,8.6,0.33203287511875473
1.94,8.8,0.3333737437315832
1.94,9.0,0.33471460657134505
1.94,9.2,0.3360554636376747
1.94,9.4,0.3373963149302067
1.94,9.6,0.3387371604485751
1.94,9.8,0.34007800019241485
1.94,10.0,0.3414188341613603
1.94,10.2,0.3427596623550465
1.94,10.4,0.3441004847731085
1.94,10.6,0.3467148027161792
1.94,10.8,0.3655316149668572
1.94,11.0,0.38388621008934576
1.94,11.2,0.4023553929001144
1.94,11.4,0.43952096762298487
1.94,11.6,0.47863395514940044
1.94,11.8,0.5214783940545683
1.94,12.0,0.5729937730763444
1.94,12.2,0.6276490738821713
1.94,12.4,0.6875817589952917
1.94,12.6,0.7510570484815557
1.94,12.8,0.8189075554488349
1.94,13.0,0.890209380806462
1.94,13.2,0.9643582563371411
1.94,13.4,1.0418923387478147
1.94,13.6,1.1227442884220664
1.94,13.8,1.2061183688333237
1.94,14.0,1.292044922879394
1.94,14.2,1.3803846552613164
1.94,14.4,1.470980599364076
1.94,14.6,1.5638002660829724
1.94,14.8,1.6586294482589858
1.94,15.0,1.7553436885485576
2.02,-3.6,0.24962972382397705
2.02,-3.4,0.25097922083671753
2.02,-3.2,0.25232871199123524
2.02,-3.0,0.2536781972871477
2.02,-2.8,0.255027676724072
2.02,-2.6,0.2563771503016258
2.02,-2.4,0.2577266180194266
2.02,-2.2,0.25907607987709214
2.02,-2.0,0.26042553587424017
2.02,-1.8,0.26177498601048893
2.02,-1.6,0.2631244302854564
2.02,-1.4,0.2644738686987607
2.02,-1.2,0.2658233012500201
2.02,-1.0,0.2671727279388534
2.02,-0.8,0.2685221487648789
2.02,-0.6,0.2698715637277153
2.02,-0.4,0.2712209728269816
2.02,-0.2,0.27257037606229656
2.02,0.0,0.2739197734332794
2.02,0.2,0.2752691649395493
2.02,0.4,0.27661855058072565
2.02,0.6,0.27796793035642764
2.02,0.8,0.2793173042662751
2.02,1.0,0.28066667230988773
2.02,1.2,0.28201603448688517
2.02,1.4,0.28336539079688755
2.02,1.6,0.2847147412395148
2.02,1.8,0.286064085814387
2.02,2.0,0.2874134245211249
2.02,2.2,0.2887627573593485
2.02,2.4,0.2901120843286785
2.02,2.6,0.2914614054287356
2.02,2.8,0.29281072065914066
2.02,3.0,0.2941600300195146
2.02,3.2,0.29550933350947833
2.02,3.4,0.2968586311286532
2.02,3.6,0.2982079228766604
2.02,3.8,0.2995572087531215
2.02,4.0,0.30090648875765785
2.02,4.2,0.3022557628898911
2.02,4.4,0.3036050311494435
2.02,4.6,0.30495429353593656
2.02,4.8,0.3063035500489924
2.02,5.0,0.30765280068823303
2.02,5.2,0.30900204545328114
2.02,5.4,0.31035128434375886
2.02,5.6,0.31170051735928894
2.02,5.8,0.31304974449949385
2.02,6.0,0.31439896576399645
2.02,6.2,0.31574818115241965
2.02,6.4,0.3170973906643866
2.02,6.6,0.3184465942995204
2.02,6.8,0.3197957920574442
2.02,7.0,0.3211449839377816
2.02,7.2,0.3224941699401561
2.02,7.4,0.32384335006419135
2.02,7.6,0.32519252430951107
2.02,7.8,0.32654169267573924
2.02,8.0,0.3278908551624999
2.02,8.2,0.32924001176941725
2.02,8.4,0.3305891624961155
2.02,8.6,0.3319383073422192
2.02,8.8,0.33328744630735274
2.02,9.0,0.33463657939114083
2.02,9.2,0.33598570659320826
2.02,9.4,0.3373348279131799
2.02,9.6,0.3386839433506809
2.02,9.8,0.3400330529053365
2.02,10.0,0.34138215657677173
2.02,10.2,0.34273125436461205
2.02,10.4,0.3440803462684831
2.02,10.6,0.3466530012931089
2.02,10.8,0.36548745893897155
2.02,11.0,0.38385922617965307
2.02,11.2,0.402336177753558
2.02,11.4,0.43950715425009346
2.02,11.6,0.4786264742983421
2.02,11.8,0.5214741598844048
2.02,12.0,0.5729913762655798
2.02,12.2,0.6276479300738459
2.02,12.4,0.6875811052146028
2.02,12.6,0.7510567023447412
2.02,12.8,0.8189073615827878
2.02,13.0,0.8902092699436155
2.02,13.2,0.9643582048457994
2.02,13.4,1.0418923126861588
2.02,13.6,1.1227442757586221
2.02,13.8,1.2061183588703999
2.02,14.0,1.2920449184063334
2.02,14.2,1.3803846496992573
2.02,14.4,1.470980595473638
2.02,14.6,1.5638002664588893
2.02,14.8,1.6586294435971203
2.02,15.0,1.7553436827231885
2.1,-3.6,0.24901618126709676
2.1,-3.4,0.25037412124275027
2.1,-3.2,0.25173205525524794
2.1,-3.0,0.2530899833041974
2.1,-2.8,0.2544479053892067
2.1,-2.6,0.2558058215098835
2.1,-2.4,0.25716373166583634
2.1,-2.2,0.25852163585667326
2.1,-2.0,0.2598795340820028
2.1,-1.8,0.26123742634143343
2.1,-1.6,0.26259531263457353
2.1,-1.4,0.26395319296103226
2.1,-1.2,0.2653110673204181
2.1,-1.0,0.26666893571234057
2.1,-0.8,0.26802679813640856
2.1,-0.6,0.26938465459223115
2.1,-0.4,0.27074250507941816
2.1,-0.2,0.2721003495975789
2.1,0.0,0.273458188146323
2.1,0.2,0.2748160207252603
2.1,0.4,0.2761738473340008
2.1,0.6,0.27753166797215456
2.1,0.8,0.27888948263933155
2.1,1.0,0.28024729133514237
2.1,1.2,0.28160509405919715
2.1,1.4,0.28296289081110687
2.1,1.6,0.2843206815904818
2.1,1.8,0.28567846639693295
2.1,2.0,0.28703624523007115
2.1,2.2,0.28839401808950765
2.1,2.4,0.2897517849748536
2.1,2.6,0.2911095458857204
2.1,2.8,0.29246730082171934
2.1,3.0,0.2938250497824621
2.1,3.2,0.2951827927675604
2.1,3.4,0.29654052977662615
2.1,3.6,0.2978982608092713
2.1,3.8,0.2992559858651077
2.1,4.0,0.30061370494374806
2.1,4.2,0.30197141804480426
2.1,4.4,0.3033291251678893
2.1,4.6,0.3046868263126155
2.1,4.8,0.3060445214785955
2.1,5.0,0.30740221066544243
2.1,5.2,0.30875989387276914
2.1,5.4,0.3101175711001889
2.1,5.6,0.31147524234731483
2.1,5.8,0.3128329076137606
2.1,6.0,0.3141905668991393
2.1,6.2,0.31554822020306483
2.1,6.4,0.31690586752515115
2.1,6.6,0.31826350886501187
2.1,6.8,0.31962114422226134
2.1,7.0,0.3209787735965134
2.1,7.2,0.3223363969873825
2.1,7.4,0.323694014394483
2.1,7.6,0.3250516258174297
2.1,7.8,0.3264092312558371
2.1,8.0,0.32776683070932
2.1,8.2,0.32912442417749327
2.1,8.4,0.33048201165997254
2.1,8.6,0.33183959315637224
2.1,8.8,0.33319716866630816
2.1,9.0,0.33455473818939574
2.1,9.2,0.3359123017252505
2.1,9.4,0.3372698592734881
2.1,9.6,0.3386274108337245
2.1,9.8,0.3399849564055759
2.1,10.0,0.341342495988658
2.1,10.2,0.3427000295825872
2.1,10.4,0.34405755718698
2.1,10.6,0.3465487684085238
2.1,10.8,0.3654127700299745
2.1,11.0,0.3838130488654466
2.1,11.2,0.4023018839314565
2.1,11.4,0.4394820943038211
2.1,11.6,0.47861277368257693
2.1,11.8,0.5214660060677465
2.1,12.0,0.5729867652912028
2.1,12.2,0.6276457000441079
2.1,12.4,0.6875798359329471
2.1,12.6,0.7510560723527729
2.1,12.8,0.8189070498112971
2.1,13.0,0.8902091115445238
2.1,13.2,0.9643581266746304
2.1,13.4,1.0418922716103491
2.1,13.6,1.1227442491141788
2.1,13.8,1.2061183346078372
2.1,14.0,1.2920449083491874
2.1,14.2,1.380384643855655
2.1,14.4,1.4709805900676205
2.1,14.6,1.563800265537218
2.1,14.8,1.6586294397033015
2.1,15.0,1.7553436780053642
2.18,-3.4,0.24975426375051568
2.18,-3.2,0.25112079973135615
2.18,-3.0,0.2524873296488403
2.18,-2.8,0.2538538535025671
2.18,-2.6,0.2552203712921359
2.18,-2.4,0.2565868830171452
2.18,-2.2,0.2579533886771948
2.18,-2.0,0.25931988827188385
2.18,-1.8,0.2606863818008119
2.18,-1.6,0.2620528692635784
2.18,-1.4,0.26341935065978367
2.18,-1.2,0.26478582598902706
2.18,-1.0,0.266152295250909
2.18,-0.8,0.26751875844502954
2.18,-0.6,0.2688852155709889
2.18,-0.4,0.2702516666283877
2.18,-0.2,0.2716181116168265
2.18,0.0,0.27298455053590576
2.18,0.2,0.2743509833852266
2.18,0.4,0.27571741016438994
2.18,0.6,0.2770838308729969
2.18,0.8,0.2784502455106487
2.18,1.0,0.2798166540769468
2.18,1.2,0.28118305657149256
2.18,1.4,0.2825494529938876
2.18,1.6,0.28391584334373404
2.18,1.8,0.2852822276206333
2.18,2.0,0.28664860582418783
2.18,2.2,0.2880149779539996
2.18,2.4,0.289381344009671
2.18,2.6,0.2907477039908045
2.18,2.8,0.2921140578970026
2.18,3.0,0.29348040572786793
2.18,3.2,0.29484674748300355
2.18,3.4,0.2962130831620123
2.18,3.6,0.2975794127644973
2.18,3.8,0.29894573629006194
2.18,4.0,0.3003120537383094
2.18,4.2,0.3016783651088431
2.18,4.4,0.3030446704012671
2.18,4.6,0.3044109696151848
2.18,4.8,0.30577726275020023
2.18,5.0,0.3071435498059174
2.18,5.2,0.30850983078194066
2.18,5.4,0.30987610567787416
2.18,5.6,0.3112423744933224
2.18,5.8,0.31260863722789
2.18,6.0,0.31397489388118144
2.18,6.2,0.3153411444528019
2.18,6.4,0.3167073889423563
2.18,6.6,0.3180736273494496
2.18,6.8,0.31943985967368704
2.18,7.0,0.3208060859146742
2.18,7.2,0.3221723060720164
2.18,7.4,0.32353852014531953
2.18,7.6,0.32490472813418914
2.18,7.8,0.3262709300382314
2.18,8.0,0.32763712585705196
2.18,8.2,0.3290033155902574
2.18,8.4,0.33036949923745396
2.18,8.6,0.331735676798248
2.18,8.8,0.3331018482722462
2.18,9.0,0.3344680136590553
2.18,9.2,0.335834172958282
2.18,9.4,0.3372003261695335
2.18,9.6,0.33856647329241685
2.18,9.8,0.33993261432653926
2.18,10.0,0.3412987492715084
2.18,10.2,0.34266487812693136
2.18,10.4,0.34403100089241617
2.18,10.6,0.34638115835168226
2.18,10.8,0.3652922181660969
2.18,11.0,0.3837376956443706
2.18,11.2,0.40224459082148906
2.18,11.4,0.43943944913317556
2.18,11.6,0.47858918306667486
2.18,11.8,0.521451349358158
2.18,12.0,0.5729784658920819
2.18,12.2,0.6276416047812425
2.18,12.4,0.6875774865855235
2.18,12.6,0.7510549095564331
2.18,12.8,0.8189064647372946
2.18,13.0,0.8902088067460532
2.18,13.2,0.9643579715745744
2.18,13.4,1.0418921897870534
2.18,13.6,1.1227441981114197
2.18,13.8,1.2061182930902838
2.18,14.0,1.2920448897649899
2.18,14.2,1.3803846381795495
2.18,14.4,1.470980584661286
2.18,14.6,1.5638002629602348
2.18,14.8,1.658629439337896
2.18,15.0,1.7553436779028677
2.26,-3.4,0.24911775018858892
2.26,-3.2,0.25049304588468807
2.26,-3.0,0.2518683354268768
2.26,-2.8,0.2532436188147456
2.26,-2.6,0.25461889604788546
2.26,-2.4,0.25599416712588735
2.26,-2.2,0.2573694320483422
2.26,-2.0,0.2587446908148414
2.26,-1.8,0.2601199434249763
2.26,-1.6,0.26149518987833853
2.26,-1.4,0.2628704301745196
2.26,-1.2,0.2642456643131113
2.26,-1.0,0.2656208922937058
2.26,-0.8,0.2669961141158948
2.26,-0.6,0.26837132977927075
2.26,-0.4,0.26974653928342607
2.26,-0.2,0.2711217426279529
2.26,0.0,0.27249693981244427
2.26,0.2,0.27387213083649253
2.26,0.4,0.275247315699691
2.26,0.6,0.27662249440163234
2.26,0.8,0.27799766694190997
2.26,1.0,0.2793728333201169
2.26,1.2,0.28074799353584695
2.26,1.4,0.2821231475886935
2.26,1.6,0.28349829547825
2.26,1.8,0.2848734372041108
2.26,2.0,0.2862485727658696
2.26,2.2,0.2876237021631206
2.26,2.4,0.2889988253954581
2.26,2.6,0.29037394246247655
2.26,2.8,0.2917490533637702
2.26,3.0,0.29312415809893405
2.26,3.2,0.29449925666756266
2.26,3.4,0.29587434906925125
2.26,3.6,0.2972494353035947
2.26,3.8,0.2986245153701883
2.26,4.0,0.29999958926862763
2.26,4.2,0.3013746569985078
2.26,4.4,0.3027497185594247
2.26,4.6,0.30412477395097404
2.26,4.8,0.30549982317275187
2.26,5.0,0.3068748662243541
2.26,5.2,0.308249903105377
2.26,5.4,0.30962493381541684
2.26,5.6,0.31099995835407007
2.26,5.8,0.31237497672093345
2.26,6.0,0.3137499889156035
2.26,6.2,0.3151249949376774
2.26,6.4,0.31649999478675206
2.26,6.6,0.31787498846242457
2.26,6.8,0.3192499759642922
2.26,7.0,0.32062495729195245
2.26,7.2,0.3219999324450029
2.26,7.4,0.32337490142304137
2.26,7.6,0.32474986422566565
2.26,7.8,0.3261248208524736
2.26,8.0,0.3274997713030635
2.26,8.2,0.32887471557703357
2.26,8.4,0.3302496536739823
2.26,8.6,0.33162458559350816
2.26,8.8,0.3329995113352098
2.26,9.0,0.33437443089868624
2.26,9.2,0.3357493442835362
2.26,9.4,0.3371242514893589
2.26,9.6,0.3384991525157537
2.26,9.8,0.33987404736231974
2.26,10.0,0.34124893602865675
2.26,10.2,0.34262381851436435
2.26,10.4,0.3439986948190423
2.26,10.6,0.3461132917807107
2.26,10.8,0.3650986504107583
2.26,11.0,0.38361527472322143
2.26,11.2,0.4021499466232006
2.26,11.4,0.43936751793453166
2.26,11.6,0.4785488647945127
2.26,11.8,0.5214252423598642
2.26,12.0,0.5729636013142485
2.26,12.2,0.6276340914909204
2.26,12.4,0.6875731347159206
2.26,12.6,0.7510527064145656
2.26,12.8,0.818905298871614
2.26,13.0,0.890208177719235
2.26,13.2,0.9643576772429556
2.26,13.4,1.0418920436081394
2.26,13.6,1.1227441192547138
2.26,13.8,1.2061182386225247
2.26,14.0,1.2920448565393525
2.26,14.2,1.3803846224715364
2.26,14.4,1.4709805785658658
2.26,14.6,1.5638002613883901
2.26,14.8,1.658629438795843
2.26,15.0,1.755343677626862
2.34,-3.4,-9.028181930869625
2.34,-3.2,-8.875766937509317
2.34,-3.0,-8.723332029332447
2.34,-2.8,-8.570876419781158
2.34,-2.6,-8.418399139867027
2.34,-2.4,-8.26589916937974
2.34,-2.2,-8.11337539954452
2.34,-2.0,-7.960826632423246
2.34,-1.8,-7.80825162648579
2.34,-1.6,-7.655648951702693
2.34,-1.4,-7.503017072734273
2.34,-1.2,0.25653750037789563
2.34,-1.0,0.25804406893184556
2.34,-0.8,0.2595505885138047
2.34,-0.6,0.26105705911515237
2.34,-0.4,0.26256348072727737
2.34,-0.2,0.2640698533415778
2.34,0.0,0.2655761769494612
2.34,0.2,0.26708245154234483
2.34,0.4,0.26858867711165524
2.34,0.6,0.27009485364882846
2.34,0.8,0.27160098114531045
2.34,1.0,0.27310705959255616
2.34,1.2,0.2746130889820305
2.34,1.4,0.27611906930520735
2.34,1.6,0.27762500055357087
2.34,1.8,0.27913088271861425
2.34,2.0,0.2806367157918403
2.34,2.2,0.28214249976476163
2.34,2.4,0.28364823462890015
2.34,2.6,0.28515392037578763
2.34,2.8,0.28665955699696516
2.34,3.0,0.28816514448398345
2.34,3.2,0.2896706828284032
2.34,3.4,0.2911761720217939
2.34,3.6,0.29268161205573573
2.34,3.8,0.29418700292181776
2.34,4.0,0.29569234461163874
2.34,4.2,0.29719763711680736
2.34,4.4,0.2987028804289417
2.34,4.6,0.3002080745396696
2.34,4.8,0.30171321944062857
2.34,5.0,0.3032183151234656
2.34,5.2,0.30472336157983776
2.34,5.4,0.3062283588014114
2.34,5.6,0.30773330677986294
2.34,5.8,0.3092382055068781
2.34,6.0,0.3107430549741524
2.34,6.2,0.3122478551733913
2.34,6.4,0.31375260609630995
2.34,6.6,0.3152573077346327
2.34,6.8,0.3167619600800945
2.34,7.0,0.31826656312443924
2.34,7.2,0.31977111685942133
2.34,7.4,0.321275621276804
2.34,7.6,0.3227800763683611
2.34,7.8,0.32428448212587585
2.34,8.0,0.32578883854114116
2.34,8.2,0.32729314560596007
2.34,8.4,0.3287974033121449
2.34,8.6,0.33030161165151845
2.34,8.8,0.33180577061591254
2.34,9.0,0.33330988019716956
2.34,9.2,0.33481394038714135
2.34,9.4,0.3363179511776893
2.34,9.6,0.3378219125606852
2.34,9.8,0.3393258245280104
2.34,10.0,0.3408296870715559
2.34,10.2,0.34233350018322306
2.34,10.4,0.34383726385492264
2.34,10.6,0.34565692132514847
2.34,10.8,0.3647666040156869
2.34,11.0,0.3834020150998545
2.34,11.2,0.40198187792162526
2.34,11.4,0.43923624584308485
2.34,11.6,0.4784734088719509
2.34,11.8,0.5213739600649837
2.34,12.0,0.572934013997978
2.34,12.2,0.6276183498920357
2.34,12.4,0.6875637842738805
2.34,12.6,0.7510478405449875
2.34,12.8,0.8189027391439732
2.34,13.0,0.890206829367679
2.34,13.2,0.9643570292627557
2.34,13.4,1.0418917097735725
2.34,13.6,1.1227439248010649
2.34,13.8,1.206118137778271
2.34,14.0,1.2920448125968576
2.34,14.2,1.3803846047145905
2.34,14.4,1.4709805525003583
2.34,14.6,1.5638002415755223
2.34,14.8,1.658629438445179
2.34,15.0,1.7553436370260431
2.42,-3.2,-11.99614511096179
2.42,-3.0,-11.794240488938323
2.42,-2.8,-11.592306953348375
2.42,-2.6,-11.39034319851765
2.42,-2.4,-11.188347710909566
2.42,-2.2,-10.986319086669369
2.42,-2.0,-10.784255627370309
2.42,-1.8,-10.582155637197515
2.42,-1.6,-10.380017201893327
2.42,-1.4,-10.1778381755796
2.42,-1.2,-5.348004307151799
2.42,-1.0,-5.235244587681591
2.42,-0.8,-5.122457386943464
2.42,-0.6,-5.009641069780954
2.42,-0.4,-4.896793788536276
2.42,-0.2,-4.783913614148714
2.42,0.0,-4.670998338412106
2.42,0.2,-4.558045709384384
2.42,0.4,-4.445053294970161
2.42,0.6,-4.332018499558301
2.42,0.8,-4.218938706237771
2.42,1.0,-4.105811308273459
2.42,1.2,0.2653114927503822
2.42,1.4,0.26701767742515736
2.42,1.6,0.2687236683469385
2.42,1.8,0.27042946544549235
2.42,2.0,0.2721350686507336
2.42,2.2,0.27384047789272387
2.42,2.4,0.27554569310167293
2.42,2.6,0.2772507142079388
2.42,2.8,0.2789555411420275
2.42,3.0,0.280660173834594
2.42,3.2,0.28236461221644177
2.42,3.4,0.28406885621852385
2.42,3.6,0.2857729057719417
2.42,3.8,0.28747676080794726
2.42,4.0,0.2891804212579416
2.42,4.2,0.2908838870534762
2.42,4.4,0.2925871581262524
2.42,4.6,0.2942902344081226
2.42,4.8,0.29599311583108917
2.42,5.0,0.2976958023273059
2.42,5.2,0.29939829382907784
2.42,5.4,0.3011005902688614
2.42,5.6,0.30280269157926426
2.42,5.8,0.3045045976930465
2.42,6.0,0.30620630854312003
2.42,6.2,0.30790782406254924
2.42,6.4,0.30960914418455115
2.42,6.6,0.3113102688424956
2.42,6.8,0.3130111979699052
2.42,7.0,0.3147119315004561
2.42,7.2,0.31641246936797807
2.42,7.4,0.31811281150645443
2.42,7.6,0.31981295785002256
2.42,7.8,0.3215129083329741
2.42,8.0,0.323212662889755
2.42,8.2,0.32491222145496595
2.42,8.4,0.3266115839633622
2.42,8.6,0.3283107503498549
2.42,8.8,0.33000972054950994
2.42,9.0,0.33170849449754874
2.42,9.2,0.33340707212934895
2.42,9.4,0.33510545338044406
2.42,9.6,0.3368036381865236
2.42,9.8,0.33850162648343385
2.42,10.0,0.3401994182071776
2.42,10.2,0.3418970132939147
2.42,10.4,0.3435944116799622
2.42,10.6,0.3453728441301836
2.42,10.8,0.3643241626155777
2.42,11.0,0.3831090111618246
2.42,11.2,0.40174525003791817
2.42,11.4,0.4390415110242444
2.42,11.6,0.4783579952375442
2.42,11.8,0.52128913583821
2.42,12.0,0.5728840540748898
2.42,12.2,0.6275905559120277
2.42,12.4,0.6875468766675132
2.42,12.6,0.7510387668985798
2.42,12.8,0.8188978166964646
2.42,13.0,0.8902041805322347
2.42,13.2,0.9643557285015163
2.42,13.4,1.0418910553865113
2.42,13.6,1.1227435746302414
2.42,13.8,1.2061179679476899
2.42,14.0,1.2920447388906249
2.42,14.2,1.3803845726814272
2.42,14.4,1.4709805257218962
