Composition = 95% Water, 5% env
log temp, log pressure (dyne/cm^2), logdensity (g/cc)
2.18,4.8,-3.630713851624264
2.18,5.0,-3.4307787221572275
2.18,5.2,-3.2308558562302023
2.18,5.4,-3.0310776059349522
2.18,5.6,-2.8312859733634257
2.18,5.8,-2.6317054722811712
2.18,6.0,-2.432232659724859
2.18,6.2,-2.233235495198123
2.18,6.4,-2.0347044550206927
2.18,6.6,-1.8371001875342092
2.18,6.8,-1.6407519510545556
2.18,7.0,-1.4465362711985945
2.18,7.2,-1.2555946067886832
2.18,7.4,-1.0695363519427288
2.18,7.6,-0.8907840814982682
2.18,7.8,-0.7227481537268501
2.18,8.0,-0.5696513221091043
2.18,8.2,-0.43615176183687254
2.18,8.4,-0.3267758123569606
2.18,8.6,-0.24257818275274698
2.18,8.8,-0.18063718760761086
2.18,9.0,-0.13472487870692354
2.18,9.2,-0.09987908658401637
2.18,9.4,-0.07254612897446752
2.18,9.6,-0.050319636417543334
2.18,9.8,-0.03139481709281993
2.18,10.0,-0.014744919240192953
2.26,-3.4,-11.910629606828977
2.26,-3.2,-11.71062960682927
2.26,-3.0,-11.510629606829735
2.26,-2.8,-11.310629606830464
2.26,-2.6,-11.11062960683162
2.26,-2.4,-10.910629606833446
2.26,-2.2,-10.710629606836331
2.26,-2.0,-10.510629606840888
2.26,-1.8,-10.310629606848085
2.26,-1.6,-10.110629606859456
2.26,-1.4,-9.91062960687742
2.26,-1.2,-9.710629606905798
2.26,-1.0,-9.510629606950628
2.26,-0.8,-9.310629607021445
2.26,-0.6,-9.110629607133319
2.26,-0.4,-8.91062960731005
2.26,-0.2,-8.71062960758924
2.26,0.0,-8.510629608030285
2.26,0.2,-8.31062960872702
2.26,0.4,-8.11062960982768
2.26,0.6,-7.910629611566427
2.26,0.8,-7.710629614313193
2.26,1.0,-7.5106296186523585
2.26,1.2,-7.310629625507092
2.26,1.4,-7.110629636335766
2.26,1.6,-6.910629653442212
2.26,1.8,-6.710629680465881
2.26,2.0,-6.510629723156148
2.26,2.2,-6.310629790595499
2.26,2.4,-6.1106298971318616
2.26,2.6,-5.910630065431159
2.26,2.8,-5.710630331299518
2.26,3.0,-5.510630751301057
2.26,3.2,-5.3106314147918665
2.26,3.4,-5.110632462930253
2.26,3.6,-4.910634118707255
2.26,3.8,-4.710636734385264
2.26,4.0,-4.51064086643441
2.26,4.2,-4.31064739390193
2.26,4.4,-4.110657705378778
2.26,4.6,-3.9106739942932087
2.26,4.8,-3.7106997252362164
2.26,5.0,-3.510740370232276
2.26,5.2,-3.310820604788714
2.26,5.4,-3.1110059079579866
2.26,5.6,-2.9111820335536702
2.26,5.8,-2.7115506813819654
2.26,6.0,-2.512065370555793
2.26,6.2,-2.312842239818471
2.26,6.4,-2.114180192037253
2.26,6.6,-1.9162170134640957
2.26,6.8,-1.7194025981669265
2.26,7.0,-1.524422597262764
2.26,7.2,-1.3322552514901904
2.26,7.4,-1.1443468420283092
2.26,7.6,-0.9628866629783503
2.26,7.8,-0.7908488106520393
2.26,8.0,-0.6321365573317846
2.26,8.2,-0.4910060912516041
2.26,8.4,-0.37178293950659547
2.26,8.6,-0.27678804338672636
2.26,8.8,-0.20479106005363404
2.26,9.0,-0.15123830452665987
2.26,9.2,-0.11092388691549201
2.26,9.4,-0.07989216581155596
2.26,9.6,-0.05521327146084226
2.26,9.8,-0.03464993027850435
2.26,10.0,-0.016821798752943835
2.26,10.2,-0.001035514800963027
2.34,-3.4,-11.991912972314337
2.34,-3.2,-11.792061336881174
2.34,-3.0,-11.59222674863896
2.34,-2.8,-11.392411146962136
2.34,-2.6,-11.192616687439775
2.34,-2.4,-10.992845765663722
2.34,-2.2,-10.79310104278158
2.34,-2.0,-10.593385473703767
2.34,-1.8,-10.393702338372837
2.34,-1.6,-10.194055274705741
2.34,-1.4,-9.994448315977143
2.34,-1.2,-9.7906296068946
2.34,-1.0,-9.59062960693289
2.34,-0.8,-9.390629606993345
2.34,-0.6,-9.190629607088807
2.34,-0.4,-8.990629607239539
2.34,-0.2,-8.790629607477547
2.34,0.0,-8.590629607853359
2.34,0.2,-8.390629608446762
2.34,0.4,-8.190629609383747
2.34,0.6,-7.990629610863235
2.34,0.8,-7.790629613199342
2.34,1.0,-7.590629616888044
2.34,1.2,-7.39062962271248
2.34,1.4,-7.190629631909237
2.34,1.6,-6.9906296464308655
2.34,1.8,-6.79062966936044
2.34,2.0,-6.590629705566112
2.34,2.2,-6.390629762734667
2.34,2.4,-6.190629853003495
2.34,2.6,-5.990629995537455
2.34,2.8,-5.79063022059772
2.34,3.0,-5.590630575966438
2.34,3.2,-5.390631137091153
2.34,3.4,-5.1906320231026015
2.34,3.6,-4.9906334221062645
2.34,3.8,-4.790635631116396
2.34,4.0,-4.590639119108709
2.34,4.2,-4.390644626572895
2.34,4.4,-4.190653322687206
2.34,4.6,-3.9906670534506987
2.34,4.8,-3.790688733369005
2.34,5.0,-3.590722963640705
2.34,5.2,-3.3907930425163952
2.34,5.4,-3.1909622753734035
2.34,5.6,-2.9911129590947936
2.34,5.8,-2.7914253553749733
2.34,6.0,-2.591876449213454
2.34,6.2,-2.3925368681014
2.34,6.4,-2.193684618742665
2.34,6.6,-1.9954567038091782
2.34,6.8,-1.7981891881615588
2.34,7.0,-1.6024581276935213
2.34,7.2,-1.409234161365438
2.34,7.4,-1.2197290243015433
2.34,7.6,-1.0357694702606022
2.34,7.8,-0.8601559161492637
2.34,8.0,-0.6962467876936559
2.34,8.2,-0.5482612056671
2.34,8.4,-0.4201984312046245
2.34,8.6,-0.3151815680881843
2.34,8.8,-0.23326727590477345
2.34,9.0,-0.17141822612785412
2.34,9.2,-0.1249073132790419
2.34,9.4,-0.08944966685978879
2.34,9.6,-0.06172128945026928
2.34,9.8,-0.039082373652696165
2.34,10.0,-0.019796420663143778
2.34,10.2,-0.0029646602591502937
2.34,10.4,0.012046405154646394
2.42,-3.2,-12.535634011637887
2.42,-3.0,-12.334142010046484
2.42,-2.8,-12.132628810574124
2.42,-2.6,-11.931093462280398
2.42,-2.4,-11.72953485737049
2.42,-2.2,-11.52795197986895
2.42,-2.0,-11.326343590476457
2.42,-1.8,-11.12470845930626
2.42,-1.6,-10.923045194328433
2.42,-1.4,-10.721352232398631
2.42,-1.2,-9.870664989977033
2.42,-1.0,-9.670672861468507
2.42,-0.8,-9.470682480630256
2.42,-0.6,-9.270694234446038
2.42,-0.4,-9.070708595248789
2.42,-0.2,-8.87072613946114
2.42,0.0,-8.670747570350478
2.42,0.2,-8.470773745813412
2.42,0.4,-8.270805712095099
2.42,0.6,-8.070844744817064
2.42,0.8,-7.870892398914188
2.42,1.0,-7.670950569290756
2.42,1.2,-7.4706296204908
2.42,1.4,-7.270629628385889
2.42,1.6,-7.070629640843332
2.42,1.8,-6.870629660499594
2.42,2.0,-6.670629691514673
2.42,2.2,-6.470629740452519
2.42,2.4,-6.270629817670202
2.42,2.6,-6.070629939509857
2.42,2.8,-5.870630131757265
2.42,3.0,-5.6706304350990475
2.42,3.2,-5.4706309137333635
2.42,3.4,-5.27063166895636
2.42,3.6,-5.070632860599513
2.42,3.8,-4.870634740854184
2.42,4.0,-4.6706377076403305
2.42,4.2,-4.470642388810276
2.42,4.4,-4.270649774998391
2.42,4.6,-4.070661429208241
2.42,4.8,-3.8706798174329564
2.42,5.0,-3.6707088301292448
2.42,5.2,-3.4707546045321416
2.42,5.4,-3.2709267755120157
2.42,5.6,-3.071040673134708
2.42,5.8,-2.871320215451325
2.42,6.0,-2.671635499136432
2.42,6.2,-2.4722814731304465
2.42,6.4,-2.2732158645445377
2.42,6.6,-2.0747518219399175
2.42,6.8,-1.877131977130817
2.42,7.0,-1.6808214989852697
2.42,7.2,-1.4865667927725579
2.42,7.4,-1.2955842521890206
2.42,7.6,-1.109420652138346
2.42,7.8,-0.930509623649536
2.42,8.0,-0.7619606094757952
2.42,8.2,-0.6076258272419671
2.42,8.4,-0.47150693924307896
2.42,8.6,-0.3570638398828646
2.42,8.8,-0.26543335694094883
2.42,9.0,-0.19493994844552082
2.42,9.2,-0.14153178869927527
2.42,9.4,-0.10099555037148762
2.42,9.6,-0.069699936830308
2.42,9.8,-0.04460707553843738
2.42,10.0,-0.02355846849482154
2.42,10.2,-0.00543203855484246
2.42,10.4,0.010518669072110192
2.42,10.6,0.024923553699734657
2.5,-3.0,-12.428609029642642
2.5,-2.8,-12.226992710825924
2.5,-2.6,-12.025352486963934
2.5,-2.4,-11.823687166766934
2.5,-2.2,-11.621995712376474
2.5,-2.0,-11.420276804932536
2.5,-1.8,-11.21852910849424
2.5,-1.6,-11.01675122086457
2.5,-1.4,-10.814941474827524
2.5,-1.2,-10.613098177287629
2.5,-1.0,-10.41121942606151
2.5,-0.8,-10.209303120720037
2.5,-0.6,-10.007347088509503
2.5,-0.4,-9.805348733847055
2.5,-0.2,-9.603305489240098
2.5,0.0,-9.40121442494655
2.5,0.2,-9.199072437351418
2.5,0.4,-8.996876235294366
2.5,0.6,-8.794622254901574
2.5,0.8,-8.59230686514017
2.5,1.0,-8.389926425366285
2.5,1.2,-7.550638614312591
2.5,1.4,-7.350641665704242
2.5,1.6,-7.150645749326813
2.5,1.8,-6.950651213797743
2.5,2.0,-6.750658525294443
2.5,2.2,-6.550668307183252
2.5,2.4,-6.350681393047938
2.5,2.6,-6.150698897656783
2.5,2.8,-5.950722312030772
2.5,3.0,-5.75075363080641
2.5,3.2,-5.550630731505459
2.5,3.4,-5.350631379804265
2.5,3.6,-5.15063240180147
2.5,3.8,-4.950634012905981
2.5,4.0,-4.750636552691013
2.5,4.2,-4.550640556459981
2.5,4.4,-4.350646868055701
2.5,4.6,-4.150656817672715
2.5,4.8,-3.950672502107344
2.5,5.0,-3.750697226406262
2.5,5.2,-3.5507361997311837
2.5,5.4,-3.35089759276015
2.5,5.6,-3.150994395760759
2.5,5.8,-2.9511629803202553
2.5,6.0,-2.7515032111939406
2.5,6.2,-2.552081323939881
2.5,6.4,-2.3528924347784965
2.5,6.6,-2.1541438576344105
2.5,6.8,-1.9561433726752226
2.5,7.0,-1.7593032494112688
2.5,7.2,-1.564243591429724
2.5,7.4,-1.371987461832909
2.5,7.6,-1.183853432461881
2.5,7.8,-1.0019821550708314
2.5,8.0,-0.8292320388125125
2.5,8.2,-0.6691036743364606
2.5,8.4,-0.5255974281459118
2.5,8.6,-0.4022268658952769
2.5,8.8,-0.3011579221494223
2.5,9.0,-0.22173849908751084
2.5,9.2,-0.16097715561156928
2.5,9.4,-0.11473843418675603
2.5,9.6,-0.07923489087651663
2.5,9.8,-0.05123896580409609
2.5,10.0,-0.028170964940841814
2.5,10.2,-0.008507303209531506
2.5,10.4,0.008587538680633637
2.5,10.6,0.023778542926356085
2.5,10.8,0.059674692225380105
2.58,-3.0,-12.52423334759996
2.58,-2.8,-12.32251482734269
2.58,-2.6,-12.120770570964693
2.58,-2.4,-11.91899942854425
2.58,-2.2,-11.717200221169357
2.58,-2.0,-11.515371604442768
2.58,-1.8,-11.313512098042924
2.58,-1.6,-11.111620267178145
2.58,-1.4,-10.909694399218827
2.58,-1.2,-10.707732698131938
2.58,-1.0,-10.505733181286756
2.58,-0.8,-10.30369362987838
2.58,-0.6,-10.101611800088655
2.58,-0.4,-9.899484866604148
2.58,-0.2,-9.697310158214977
2.58,0.0,-9.495084702541442
2.58,0.2,-9.292805127995267
2.58,0.4,-9.090467940690726
2.58,0.6,-8.888069286443589
2.58,0.8,-8.685605106932464
2.58,1.0,-8.4830712781876
2.58,1.2,-8.280463406436207
2.58,1.4,-8.077777701828099
2.58,1.6,-7.875010586705875
2.58,1.8,-7.672159512643387
2.58,2.0,-7.46922325967247
2.58,2.2,-7.266202644054875
2.58,2.4,-7.063101369250405
2.58,2.6,-6.859926518062932
2.58,2.8,-6.656689381639141
2.58,3.0,-6.453405757796949
2.58,3.2,-5.630638420628632
2.58,3.4,-5.430642532033672
2.58,3.6,-5.230648561151442
2.58,3.8,-5.030657402800553
2.58,4.0,-4.830670369720696
2.58,4.2,-4.630689388038707
2.58,4.4,-4.430717284302055
2.58,4.6,-4.2307582070188605
2.58,4.8,-4.030818245811686
2.58,5.0,-3.8306876612289322
2.58,5.2,-3.630721020047406
2.58,5.4,-3.430789579183685
2.58,5.6,-3.2309561873068344
2.58,5.8,-3.0310863436524165
2.58,6.0,-2.8313910891516794
2.58,6.2,-2.631829234571045
2.58,6.4,-2.4325355574616627
2.58,6.6,-2.2336307879098722
2.58,6.8,-2.0353102605665496
2.58,7.0,-1.837993710236975
2.58,7.2,-1.6422661578013225
2.58,7.4,-1.4487615811920165
2.58,7.6,-1.2589796913363283
2.58,7.8,-1.0745131385936249
2.58,8.0,-0.8979959140048881
2.58,8.2,-0.7327059235253295
2.58,8.4,-0.5823141111857095
2.58,8.6,-0.4505838524992173
2.58,8.8,-0.3403390527656973
2.58,9.0,-0.2519281087005592
2.58,9.2,-0.1832780648298363
2.58,9.4,-0.13079197945772117
2.58,9.6,-0.09054634224506974
2.58,9.8,-0.059164264120961645
2.58,10.0,-0.0337038959059576
2.58,10.2,-0.012271605692037195
2.58,10.4,0.006180437412193435
2.58,10.6,0.0224163270979359
2.58,10.8,0.05778687594326935
2.66,-3.0,-12.62111527843498
2.66,-2.8,-12.4192971786439
2.66,-2.6,-12.217451427835696
2.66,-2.4,-12.015576911432937
2.66,-2.2,-11.813672334151173
2.66,-2.0,-11.611736311002394
2.66,-1.8,-11.409767330212425
2.66,-1.6,-11.207763770744002
2.66,-1.4,-11.005724013044867
2.66,-1.2,-10.803646026395048
2.66,-1.0,-10.601527820923597
2.66,-0.8,-10.39936713240759
2.66,-0.6,-10.197161476727183
2.66,-0.4,-9.99490828384323
2.66,-0.2,-9.792604542094574
2.66,0.0,-9.590247113901796
2.66,0.2,-9.387832510474619
2.66,0.4,-9.185356972914771
2.66,0.6,-8.982816483328168
2.66,0.8,-8.780206573035665
2.66,1.0,-8.577522717598388
2.66,1.2,-8.374759370561426
2.66,1.4,-8.171912332274431
2.66,1.6,-7.968977038277742
2.66,1.8,-7.765949422721823
2.66,2.0,-7.562826469443089
2.66,2.2,-7.359606729757134
2.66,2.4,-7.156291159100138
2.66,2.6,-6.952883848331571
2.66,2.8,-6.749392868153346
2.66,3.0,-6.545830999716015
2.66,3.2,-6.14239755745312
2.66,3.4,-5.945303172121211
2.66,3.6,-5.748210434862322
2.66,3.8,-5.551145424748528
2.66,4.0,-5.354137820070335
2.66,4.2,-5.157220108818275
2.66,4.4,-4.960426979226627
2.66,4.6,-4.763794849189566
2.66,4.8,-4.567362057586362
2.66,5.0,-3.910679858338944
2.66,5.2,-3.7107086233333293
2.66,5.4,-3.5107538516448544
2.66,5.6,-3.3109249174317816
2.66,5.8,-3.111036687872852
2.66,6.0,-2.9113122745767392
2.66,6.2,-2.711688172834204
2.66,6.4,-2.512237557765156
2.66,6.6,-2.3132011625281836
2.66,6.8,-2.1145988025420746
2.66,7.0,-1.9169639362865094
2.66,7.2,-1.720493564309943
2.66,7.4,-1.5261368815297722
2.66,7.6,-1.3347873998947917
2.66,7.8,-1.14809065949545
2.66,8.0,-0.9682231951700793
2.66,8.2,-0.7982133895183976
2.66,8.4,-0.6416914040043592
2.66,8.6,-0.5022651988695829
2.66,8.8,-0.38309617764286163
2.66,9.0,-0.28564060846847805
2.66,9.2,-0.20877467459014032
2.66,9.4,-0.14946732561131487
2.66,9.6,-0.10388371211335534
2.66,9.8,-0.06857650095688436
2.66,10.0,-0.04030690487819051
2.66,10.2,-0.016812070390662487
2.66,10.4,0.0032074244972741203
2.66,10.6,0.02068916975826624
2.66,10.8,0.05534097198734975
2.66,11.0,0.09359739968901305
2.74,-2.8,-12.517518678745311
2.74,-2.6,-12.315577002822032
2.74,-2.4,-12.11360460482058
2.74,-2.2,-11.911600196068296
2.74,-2.0,-11.709562301797801
2.74,-1.8,-11.507489392092108
2.74,-1.6,-11.30537973866543
2.74,-1.4,-11.103231589296469
2.74,-1.2,-10.90104295313696
2.74,-1.0,-10.698811691318374
2.74,-0.8,-10.496535500266324
2.74,-0.6,-10.29421176771871
2.74,-0.4,-10.091837816748097
2.74,-0.2,-9.889410576241513
2.74,0.0,-9.686926760144143
2.74,0.2,-9.484382755816908
2.74,0.4,-9.281774573380751
2.74,0.6,-9.079098020652165
2.74,0.8,-8.876348458271162
2.74,1.0,-8.673520875596667
2.74,1.2,-8.4706098563887
2.74,1.4,-8.2676100546508
2.74,1.6,-8.064516112526299
2.74,1.8,-7.861322698816987
2.74,2.0,-7.6580252049378315
2.74,2.2,-7.454620121506304
2.74,2.4,-7.251104993142428
2.74,2.6,-7.0474812138995615
2.74,2.8,-6.843753500855544
2.74,3.0,-6.639930937585133
2.74,3.2,-6.436027779806175
2.74,3.4,-6.232064132240262
2.74,3.6,-6.0280661906362525
2.74,3.8,-5.824065829142768
2.74,4.0,-5.620099914838442
2.74,4.2,-5.416209318392289
2.74,4.4,-5.212437788901676
2.74,4.6,-5.008831016835365
2.74,4.8,-4.805436017131055
2.74,5.0,-4.088180148738082
2.74,5.2,-3.8977147394529643
2.74,5.4,-3.7081465525180044
2.74,5.6,-3.519624300531187
2.74,5.8,-3.3321312871113906
2.74,6.0,-3.1458238610582607
2.74,6.2,-2.791487574941787
2.74,6.4,-2.5920614278874012
2.74,6.6,-2.392847306236206
2.74,6.8,-2.1940643005626956
2.74,7.0,-1.9960127993583763
2.74,7.2,-1.799045010690853
2.74,7.4,-1.603823997932478
2.74,7.6,-1.4111804055260633
2.74,7.8,-1.222548173709906
2.74,8.0,-1.0399183652815318
2.74,8.2,-0.8657850103592698
2.74,8.4,-0.7036530047544616
2.74,8.6,-0.5571085519596766
2.74,8.8,-0.42953155030211354
2.74,9.0,-0.323192129348331
2.74,9.2,-0.23784860351843495
2.74,9.4,-0.171194173111281
2.74,9.6,-0.11974366776961222
2.74,9.8,-0.07991999023863584
2.74,10.0,-0.0483488529721812
2.74,10.2,-0.022408602508741195
2.74,10.4,-0.0004968511603662717
2.74,10.6,0.018491562505401606
2.74,10.8,0.05220567901460316
2.74,11.0,0.0914008087341059
2.74,11.2,0.13017785206104507
2.82,-2.6,-12.414866940104705
2.82,-2.4,-12.212802767405895
2.82,-2.2,-12.01070471962732
2.82,-2.0,-11.808571199654665
2.82,-1.8,-11.60640052768992
2.82,-1.6,-11.404190984344666
2.82,-1.4,-11.201940646116483
2.82,-1.2,-10.999647666768862
2.82,-1.0,-10.797309687187255
2.82,-0.8,-10.594924382896313
2.82,-0.6,-10.392489047534122
2.82,-0.4,-10.190000882604696
2.82,-0.2,-9.987456771576973
2.82,0.0,-9.784853294438545
2.82,0.2,-9.582186715001422
2.82,0.4,-9.379452934886523
2.82,0.6,-9.176647474209018
2.82,0.8,-8.97376562148759
2.82,1.0,-8.770801992383223
2.82,1.2,-8.56775100479201
2.82,1.4,-8.364606640885723
2.82,1.6,-8.161362767463817
2.82,1.8,-7.958013147670212
2.82,2.0,-7.754551709864621
2.82,2.2,-7.550973188600483
2.82,2.4,-7.347273022668397
2.82,2.6,-7.143449452893758
2.82,2.8,-6.939503518322864
2.82,3.0,-6.735440108340194
2.82,3.2,-6.531269095666301
2.82,3.4,-6.3270057831374915
2.82,3.6,-6.122672880525046
2.82,3.8,-5.918299981365514
2.82,4.0,-5.713922658286997
2.82,4.2,-5.509582173398029
2.82,4.4,-5.305324264919003
2.82,4.6,-5.1011980326776
2.82,4.8,-4.897254765270136
2.82,5.0,-4.693547562769953
2.82,5.2,-4.490131726071718
2.82,5.4,-4.287066310125804
2.82,5.6,-4.084417590190575
2.82,5.8,-3.882289222809189
2.82,6.0,-3.6807343588748247
2.82,6.2,-2.9127113646589735
2.82,6.4,-2.7215692169858374
2.82,6.6,-2.5323165281874855
2.82,6.8,-2.3452925388976915
2.82,7.0,-2.161186937516448
2.82,7.2,-1.9757444749782873
2.82,7.4,-1.6818957629393307
2.82,7.6,-1.4881958943043427
2.82,7.8,-1.2979549928847278
2.82,8.0,-1.1128011564545213
2.82,8.2,-0.9350737557259898
2.82,8.4,-0.7679641655514714
2.82,8.6,-0.6149112514182693
2.82,8.8,-0.47953599502340666
2.82,9.0,-0.3644015307100845
2.82,9.2,-0.27042556471062706
2.82,9.4,-0.19600446647552222
2.82,9.6,-0.1381482280634752
2.82,9.8,-0.09325277319987578
2.82,10.0,-0.05791823081313265
2.82,10.2,-0.029122042137384164
2.82,10.4,-0.0050063518331006545
2.82,10.6,0.015731641611711176
2.82,10.8,0.04838771207162638
2.82,11.0,0.08869024067141966
2.82,11.2,0.12847823869674854
2.9,-2.6,-12.515294056677275
2.9,-2.4,-12.313145494371405
2.9,-2.2,-12.110961189387563
2.9,-2.0,-11.908739508840501
2.9,-1.8,-11.706478678257008
2.9,-1.6,-11.504176940493098
2.9,-1.4,-11.301832310353143
2.9,-1.2,-11.099442863098522
2.9,-1.0,-10.897006212451668
2.9,-0.8,-10.694519918216761
2.9,-0.6,-10.491981262488144
2.9,-0.4,-10.289387289804676
2.9,-0.2,-10.086734837319325
2.9,0.0,-9.884020430677245
2.9,0.2,-9.681240090342493
2.9,0.4,-9.478389575255664
2.9,0.6,-9.275464354757569
2.9,0.8,-9.072459544186813
2.9,1.0,-8.869369576779729
2.9,1.2,-8.666188530457498
2.9,1.4,-8.462910015329419
2.9,1.6,-8.259527245325273
2.9,1.8,-8.056033259662511
2.9,2.0,-7.852420834944397
2.9,2.2,-7.648683152347733
2.9,2.4,-7.444814041529874
2.9,2.6,-7.240808750377968
2.9,2.8,-7.036664791188471
2.9,3.0,-6.832382854698479
2.9,3.2,-6.627968092517347
2.9,3.4,-6.423430719436375
2.9,3.6,-6.218788484163013
2.9,3.8,-6.014066743256055
2.9,4.0,-5.8092978328138365
2.9,4.2,-5.60452137376742
2.9,4.4,-5.3997835346531184
2.9,4.6,-5.195135790343665
2.9,4.8,-4.990633127768917
2.9,5.0,-4.786333139333327
2.9,5.2,-4.582295677425727
2.9,5.4,-4.378583311091423
2.9,5.6,-4.175263376268193
2.9,5.8,-3.9724319565227044
2.9,6.0,-3.7701445628723773
2.9,6.2,-3.5685525062400805
2.9,6.4,-3.3677879949586136
2.9,6.6,-3.1681507035447667
2.9,6.8,-2.9699810360166867
2.9,7.0,-2.7739016784106405
2.9,7.2,-2.5611462214894956
2.9,7.4,-1.7999191677184432
2.9,7.6,-1.6166067591101982
2.9,7.8,-1.4390550424953639
2.9,8.0,-1.1867207971050566
2.9,8.2,-1.005900784472012
2.9,8.4,-0.8343499104131321
2.9,8.6,-0.6754067075547483
2.9,8.8,-0.5326834488748348
2.9,9.0,-0.40921093134602693
2.9,9.2,-0.30652315772223543
2.9,9.4,-0.22403269072569332
2.9,9.6,-0.15924419083635608
2.9,9.8,-0.10874999709187122
2.9,10.0,-0.06908196004055202
2.9,10.2,-0.037050912823389244
2.9,10.4,-0.010417229355345663
2.9,10.6,0.012324055050799684
2.9,10.8,0.04378839145958251
2.9,11.0,0.08538154308667043
2.9,11.2,0.1263501095855601
2.9,11.4,0.17392694593490665
2.98,-2.4,-12.414596544180252
2.98,-2.2,-12.212334650660864
2.98,-2.0,-12.010033589332163
2.98,-1.8,-11.807691608036116
2.98,-1.6,-11.60530681740796
2.98,-1.4,-11.402877291242088
2.98,-1.2,-11.200400756694943
2.98,-1.0,-10.997875025485403
2.98,-0.8,-10.795297462289385
2.98,-0.6,-10.592665377765583
2.98,-0.4,-10.389975671892055
2.98,-0.2,-10.187225093994275
2.98,0.0,-9.984410204989297
2.98,0.2,-9.781526746924245
2.98,0.4,-9.578570275271893
2.98,0.6,-9.37553644631264
2.98,0.8,-9.172420080310369
2.98,1.0,-8.96921558398521
2.98,1.2,-8.765916739313695
2.98,1.4,-8.562516886329748
2.98,1.6,-8.359008767967216
2.98,1.8,-8.155384716493785
2.98,2.0,-7.951636626127269
2.98,2.2,-7.747756454983802
2.98,2.4,-7.543736349468188
2.98,2.6,-7.3395691599743165
2.98,2.8,-7.1352493377508726
2.98,3.0,-6.93077373464011
2.98,3.2,-6.7261427750816045
2.98,3.4,-6.521361875902895
2.98,3.6,-6.3164425875315775
2.98,3.8,-6.111404034645988
2.98,4.0,-5.906273406634198
2.98,4.2,-5.701086439626046
2.98,4.4,-5.495887608084442
2.98,4.6,-5.290728935401217
2.98,4.8,-5.085667702415786
2.98,5.0,-4.88076538585838
2.98,5.2,-4.676087125674078
2.98,5.4,-4.471700060380715
2.98,5.6,-4.267674845796974
2.98,5.8,-4.064087955490165
2.98,6.0,-3.861049609910712
2.98,6.2,-3.6586184498421965
2.98,6.4,-3.45697873218744
2.98,6.6,-3.2562983776204226
2.98,6.8,-3.0568793697985845
2.98,7.0,-2.859161791164368
2.98,7.2,-2.6638189643916776
2.98,7.4,-2.4719628369230007
2.98,7.6,-2.2851021799490567
2.98,7.8,-2.1053811195705054
2.98,8.0,-1.2827706985595444
2.98,8.2,-1.1063078041982854
2.98,8.4,-0.9394454596782218
2.98,8.6,-0.7406402202208633
2.98,8.8,-0.5915042202433065
2.98,9.0,-0.4601972257265194
2.98,9.2,-0.3488458765976885
2.98,9.4,-0.25779787517133973
2.98,9.6,-0.18562182256981674
2.98,9.8,-0.12882054791375902
2.98,10.0,-0.08401031945799238
2.98,10.2,-0.04790322575453281
2.98,10.4,-0.017908517278987974
2.98,10.6,0.007689981791989936
2.98,10.8,0.03827476416454999
2.98,11.0,0.08138264823803647
2.98,11.2,0.12373080757713285
2.98,11.4,0.1717732515447016
3.06,-2.4,-12.517203946118343
3.06,-2.2,-12.314862589670104
3.06,-2.0,-12.11249354231148
3.06,-1.8,-11.910068498411377
3.06,-1.6,-11.707612146895356
3.06,-1.4,-11.505109218944934
3.06,-1.2,-11.302557384385755
3.06,-1.0,-11.099954399889228
3.06,-0.8,-10.897283937793095
3.06,-0.6,-10.694570483796777
3.06,-0.4,-10.491797420553327
3.06,-0.2,-10.288961228312148
3.06,0.0,-10.086058482388955
3.06,0.2,-9.883085156597751
3.06,0.4,-9.68003683048968
3.06,0.6,-9.476908781154831
3.06,0.8,-9.273695776049257
3.06,1.0,-9.07039210420424
3.06,1.2,-8.866991461247622
3.06,1.4,-8.663487001370433
3.06,1.6,-8.459871116881263
3.06,1.8,-8.256135364006937
3.06,2.0,-8.052270487306153
3.06,2.2,-7.8482682496390535
3.06,2.4,-7.644119420829485
3.06,2.6,-7.439814942360075
3.06,2.8,-7.2353465838796875
3.06,3.0,-7.030707798983661
3.06,3.2,-6.825894587535628
3.06,3.4,-6.620906977103212
3.06,3.6,-6.415750434498974
3.06,3.8,-6.210437342522739
3.06,4.0,-6.004988365475892
3.06,4.2,-5.799433316706764
3.06,4.4,-5.593811612878815
3.06,4.6,-5.3881719294926205
3.06,4.8,-5.18257100136239
3.06,5.0,-4.977072559338129
3.06,5.2,-4.771748414669603
3.06,5.4,-4.566669774613474
3.06,5.6,-4.361912271161649
3.06,5.8,-4.157555746827081
3.06,6.0,-3.9537058802908214
3.06,6.2,-3.750427314764866
3.06,6.4,-3.5478718360037296
3.06,6.6,-3.3461858664779407
3.06,6.8,-3.1455871247334217
3.06,7.0,-2.946425086391244
3.06,7.2,-2.7492208776024465
3.06,7.4,-2.5547392071840718
3.06,7.6,-2.3641604898574076
3.06,7.8,-2.1791191757684816
3.06,8.0,-1.9354727741421274
3.06,8.2,-1.7717206326512112
3.06,8.4,-1.6170171279080887
3.06,8.6,-0.8168824067344382
3.06,8.8,-0.6633690759230679
3.06,9.0,-0.5255465714072429
3.06,9.2,-0.4054316658479408
3.06,9.4,-0.3050642113095133
3.06,9.6,-0.22515550853606853
3.06,9.8,-0.16096595372604236
3.06,10.0,-0.1092468845228578
3.06,10.2,-0.06687157575591508
3.06,10.4,-0.03106554913793039
