Composition = 90% Water, 10% env
3.14,-1.2,-11.451360192763088
3.14,-1.0,-11.248924218290478
3.14,-0.8,-11.046488565366609
3.14,-0.6,-10.844027829075927
3.14,-0.4,-10.641539833167226
3.14,-0.2,-10.43899833328626
3.14,0.0,-10.236424306746773
3.14,0.2,-10.033790895389355
3.14,0.4,-9.831118753544445
3.14,0.6,-9.628380024123729
3.14,0.8,-9.42557049183854
3.14,1.0,-9.222710224201641
3.14,1.2,-9.01974491741232
3.14,1.4,-8.816718581400266
3.14,1.6,-8.613575191632325
3.14,1.8,-8.410358335739486
3.14,2.0,-8.207035708875273
3.14,2.2,-8.003599974709532
3.14,2.4,-7.800043154714806
3.14,2.6,-7.596357286630215
3.14,2.8,-7.392508057039468
3.14,3.0,-7.18854118719295
3.14,3.2,-6.9844232669663215
3.14,3.4,-6.780152493906794
3.14,3.6,-6.575729801362276
3.14,3.8,-6.37116068116154
3.14,4.0,-6.166456963732498
3.14,4.2,-5.9616378746463585
3.14,4.4,-5.756730712205025
3.14,4.6,-5.5517712794275695
3.14,4.8,-5.346803269748758
3.14,5.0,-5.141877608692236
3.14,5.2,-4.937051509086918
3.14,5.4,-4.732385550834486
3.14,5.6,-4.527943749324114
3.14,5.8,-4.32379288802408
3.14,6.0,-4.120039402996773
3.14,6.2,-3.9166946826766607
3.14,6.4,-3.7138843207271193
3.14,6.6,-3.5117433962495306
3.14,6.8,-3.3103848947884584
3.14,7.0,-3.11004543141055
3.14,7.2,-2.9110408773553726
3.14,7.4,-2.7138603475937626
3.14,7.6,-2.5192158062192482
3.14,7.8,-2.3282279044225107
3.14,8.0,-2.142709272984552
3.14,8.2,-1.9640594176968371
3.14,8.4,-1.7930917994737512
3.14,8.6,-1.4217829073061803
3.14,8.8,-1.249912829797214
3.14,9.0,-0.8144154327214042
3.14,9.2,-0.6676552742529251
3.14,9.4,-0.5379320301912792
3.14,9.6,-0.42675571953214664
3.14,9.8,-0.3334057314867368
3.14,10.0,-0.25528601547508833
3.14,10.2,-0.1897998868732058
3.14,10.4,-0.13402006154466506
3.14,10.6,-0.08553314771879203
3.14,10.8,-0.04165093877613566
3.14,11.0,0.010767699060131057
3.14,11.2,0.06184128340993874
3.14,11.4,0.11542022449879678
3.22,-2.2,-12.609485157993777
3.22,-2.0,-12.400322794112697
3.22,-1.8,-12.191574213412402
3.22,-1.6,-11.983527565985614
3.22,-1.4,-11.776227191276101
3.22,-1.2,-11.569663993900933
3.22,-1.0,-11.36383438938856
3.22,-0.8,-11.158571197483727
3.22,-0.6,-10.953820250905071
3.22,-0.4,-10.749415716000819
3.22,-0.2,-10.545391598322695
3.22,0.0,-10.341547313386869
3.22,0.2,-10.13790031068158
3.22,0.4,-9.934421473314307
3.22,0.6,-9.731011892889823
3.22,0.8,-9.527620277357308
3.22,1.0,-9.32431391785879
3.22,1.2,-9.120969513416126
3.22,1.4,-8.917605967706274
3.22,1.6,-8.714169479045113
3.22,1.8,-8.510702362767097
3.22,2.0,-8.307198455692598
3.22,2.2,-8.10352753889071
3.22,2.4,-7.899829544759915
3.22,2.6,-7.695972109925697
3.22,2.8,-7.491970844313079
3.22,3.0,-7.2878679347202615
3.22,3.2,-7.083604055803384
3.22,3.4,-6.879121230450304
3.22,3.6,-6.674572436776143
3.22,3.8,-6.469801109286482
3.22,4.0,-6.264891794038007
3.22,4.2,-6.059829306895246
3.22,4.4,-5.854607136836937
3.22,4.6,-5.649310534211534
3.22,4.8,-5.443951079678427
3.22,5.0,-5.2385767414001165
3.22,5.2,-5.033243481503452
3.22,5.4,-4.828013731295911
3.22,5.6,-4.622955068009225
3.22,5.8,-4.418138856959375
3.22,6.0,-4.213642875523607
3.22,6.2,-4.0095449027075745
3.22,6.4,-3.8059382440917306
3.22,6.6,-3.602943597630268
3.22,6.8,-3.400669456703855
3.22,7.0,-3.199278536051604
3.22,7.2,-2.9990741102319194
3.22,7.4,-2.800344041900659
3.22,7.6,-2.603717642588016
3.22,7.8,-2.4100412630300565
3.22,8.0,-2.2206430964695265
3.22,8.2,-2.0369930946066512
3.22,8.4,-1.8602354113090462
3.22,8.6,-1.6909167396525577
3.22,8.8,-1.5113301532959744
3.22,9.0,-1.0631396029052989
3.22,9.2,-0.7264353283149569
3.22,9.4,-0.5900858975272409
3.22,9.6,-0.47150447731457273
3.22,9.8,-0.3708770792718915
3.22,10.0,-0.2863992919134865
3.22,10.2,-0.2147801151899142
3.22,10.4,-0.15288064996646245
3.22,10.6,-0.09893943530351362
3.22,10.8,-0.05082636772570938
3.22,11.0,0.002717073876963134
3.22,11.2,0.05617800968160208
3.22,11.4,0.11104552063096298
3.3,-2.0,-12.542860216775674
3.3,-1.8,-12.340686866187584
3.3,-1.6,-12.13827386363349
3.3,-1.4,-11.935550074140503
3.3,-1.2,-11.7323079589708
3.3,-1.0,-11.528445254077957
3.3,-0.8,-11.323628040835398
3.3,-0.6,-11.11770808556151
3.3,-0.4,-10.910525845682336
3.3,-0.2,-10.702114158087266
3.3,0.0,-10.49274565256363
3.3,0.2,-10.282894811221768
3.3,0.4,-10.073046495660293
3.3,0.6,-9.863596685905524
3.3,0.8,-9.654780162808226
3.3,1.0,-9.44667054189519
3.3,1.2,-9.239310028247852
3.3,1.4,-9.032590341222601
3.3,1.6,-8.826417318819066
3.3,1.8,-8.620683382380752
3.3,2.0,-8.415290299053423
3.3,2.2,-8.210145911763325
3.3,2.4,-8.00518772648151
3.3,2.6,-7.800305931195808
3.3,2.8,-7.595490407897556
3.3,3.0,-7.390682408930167
3.3,3.2,-7.185848651538828
3.3,3.4,-6.980906438838263
3.3,3.6,-6.775899915287567
3.3,3.8,-6.5707501087107065
3.3,4.0,-6.365483157270447
3.3,4.2,-6.160052531392222
3.3,4.4,-5.954472289679259
3.3,4.6,-5.748792424494813
3.3,4.8,-5.543019212825505
3.3,5.0,-5.337167927548531
3.3,5.2,-5.131318452422411
3.3,5.4,-4.92550590336517
3.3,5.6,-4.719827830723646
3.3,5.8,-4.514331202182002
3.3,6.0,-4.309095555054416
3.3,6.2,-4.104204898178143
3.3,6.4,-3.899778845440387
3.3,6.6,-3.695892810566011
3.3,6.8,-3.4926526455110842
3.3,7.0,-3.29024578142924
3.3,7.2,-3.088861626070873
3.3,7.4,-2.888766397782627
3.3,7.6,-2.6904039499926085
3.3,7.8,-2.494403917864703
3.3,8.0,-2.301803074284736
3.3,8.2,-2.113897446929572
3.3,8.4,-1.9319738374989075
3.3,8.6,-1.756813702092589
3.3,8.8,-1.5884396904862912
3.3,9.0,-1.4240283727711163
3.3,9.2,-0.8886447876228851
3.3,9.4,-0.6434905046046139
3.3,9.6,-0.5174473918984535
3.3,9.8,-0.4093822535725966
3.3,10.0,-0.31837963857260226
3.3,10.2,-0.24128850952654363
3.3,10.4,-0.1738358371751407
3.3,10.6,-0.11434573714588044
3.3,10.8,-0.061298404505883815
3.3,11.0,-0.0066077694075088456
3.3,11.2,0.04948067731302243
3.3,11.4,0.10580844672576321
3.38,-1.8,-12.440206922728688
3.38,-1.6,-12.2383050039918
3.38,-1.4,-12.036335566233106
3.38,-1.2,-11.834363076805653
3.38,-1.0,-11.63231960874192
3.38,-0.8,-11.430236505148827
3.38,-0.6,-11.228112002702828
3.38,-0.4,-11.02587634703996
3.38,-0.2,-10.823560438271354
3.38,0.0,-10.621127242790905
3.38,0.2,-10.418504676520994
3.38,0.4,-10.215619555037954
3.38,0.6,-10.01239791813107
3.38,0.8,-9.808662103858337
3.38,1.0,-9.604201611466928
3.38,1.2,-9.398811536304986
3.38,1.4,-9.192265434021158
3.38,1.6,-8.9843590839816
3.38,1.8,-8.775148779699657
3.38,2.0,-8.564930976855438
3.38,2.2,-8.354111447046757
3.38,2.4,-8.143208396781862
3.38,2.6,-7.932619214328614
3.38,2.8,-7.722551355508707
3.38,3.0,-7.513161051326679
3.38,3.2,-7.304379291962705
3.38,3.4,-7.0961754181821775
3.38,3.6,-6.8883984976278585
3.38,3.8,-6.680992042225901
3.38,4.0,-6.474014726747538
3.38,4.2,-6.266991802969531
3.38,4.4,-6.060108371017225
3.38,4.6,-5.853247593876228
3.38,4.8,-5.646434194313705
3.38,5.0,-5.4396517781451905
3.38,5.2,-5.232895174557656
3.38,5.4,-5.026227092378337
3.38,5.6,-4.819663538987351
3.38,5.8,-4.613283088259691
3.38,6.0,-4.407143601684693
3.38,6.2,-4.201364372674622
3.38,6.4,-3.9959554089675455
3.38,6.6,-3.7910816269358976
3.38,6.8,-3.5868159397656334
3.38,7.0,-3.38330104516976
3.38,7.2,-3.180725719571536
3.38,7.4,-2.9792561989106705
3.38,7.6,-2.779296243873696
3.38,7.8,-2.581281399629603
3.38,8.0,-2.3859563983626795
3.38,8.2,-2.1944288837334742
3.38,8.4,-2.007934040150124
3.38,8.6,-1.827515888794484
3.38,8.8,-1.6537803924077805
3.38,9.0,-1.48507967525181
3.38,9.2,-1.3179218416997014
3.38,9.4,-0.7390504878407267
3.38,9.6,-0.6065683141158579
3.38,9.8,-0.45047206054216643
3.38,10.0,-0.3521482983581261
3.38,10.2,-0.2695246413227901
3.38,10.4,-0.19743277135585985
3.38,10.6,-0.1321838498740294
3.38,10.8,-0.07385665277830591
3.38,11.0,-0.01716002609727871
3.38,11.2,0.04162959892604619
3.38,11.4,0.09955297086997938
3.46,-1.8,-12.540178006539442
3.46,-1.6,-12.338218881209386
3.46,-1.4,-12.136287549187394
3.46,-1.2,-11.934287752249555
3.46,-1.0,-11.732217040588496
3.46,-0.8,-11.530170061722671
3.46,-0.6,-11.32801656688506
3.46,-0.4,-11.125883546245314
3.46,-0.2,-10.923671867636124
3.46,0.0,-10.72137859958988
3.46,0.2,-10.519099675694651
3.46,0.4,-10.316667412495898
3.46,0.6,-10.11427743988633
3.46,0.8,-9.911726676757691
3.46,1.0,-9.709144762707966
3.46,1.2,-9.506460404356854
3.46,1.4,-9.303634474438851
3.46,1.6,-9.100695254377637
3.46,1.8,-8.8975677249838
3.46,2.0,-8.694174928769172
3.46,2.2,-8.490368222756718
3.46,2.4,-8.286171462595934
3.46,2.6,-8.081189484885353
3.46,2.8,-7.875342297569181
3.46,3.0,-7.668278287880632
3.46,3.2,-7.459835708212505
3.46,3.4,-7.249909458556375
3.46,3.6,-7.038682045597797
3.46,3.8,-6.826568916022008
3.46,4.0,-6.613892276426464
3.46,4.2,-6.401397191160364
3.46,4.4,-6.189311404127285
3.46,4.6,-5.9777323671182225
3.46,4.8,-5.766762607174161
3.46,5.0,-5.556378529662441
3.46,5.2,-5.346526234580896
3.46,5.4,-5.137150751098095
3.46,5.6,-4.928220282964792
3.46,5.8,-4.719721884615886
3.46,6.0,-4.5116879726993115
3.46,6.2,-4.304131495101461
3.46,6.4,-4.097100397118852
3.46,6.6,-3.8906824901046675
3.46,6.8,-3.684928756573736
3.46,7.0,-3.479946339772721
3.46,7.2,-3.275863613668408
3.46,7.4,-3.0728699416164784
3.46,7.6,-2.8711831963564376
3.46,7.8,-2.671196882578038
3.46,8.0,-2.473478413374677
3.46,8.2,-2.2787974491740592
3.46,8.4,-2.088280557709803
3.46,8.6,-1.9030804101951118
3.46,8.8,-1.72406403786802
3.46,9.0,-1.5509139738119095
3.46,9.2,-1.3808121993343814
3.46,9.4,-1.177595166444619
3.46,9.6,-0.988439908872822
3.46,9.8,-0.494897666122997
3.46,10.0,-0.3889291411057824
3.46,10.2,-0.29930000954695596
3.46,10.4,-0.22361235034767485
3.46,10.6,-0.15294445924825387
3.46,10.8,-0.08873751839955586
3.46,11.0,-0.028960652234101873
3.46,11.2,0.03252521918554764
3.46,11.4,0.0920526737131499
3.54,-1.8,-12.640104858674507
3.54,-1.6,-12.438163056402809
3.54,-1.4,-12.236185099965168
3.54,-1.2,-12.034169499891659
3.54,-1.0,-11.832114463766798
3.54,-0.8,-11.630018376604122
3.54,-0.6,-11.427879302464307
3.54,-0.4,-11.225695235802286
3.54,-0.2,-11.023464031965487
3.54,0.0,-10.821183309528074
3.54,0.2,-10.618850443834313
3.54,0.4,-10.416462667599651
3.54,0.6,-10.214016956549607
3.54,0.8,-10.01151001003171
3.54,1.0,-9.808938150401438
3.54,1.2,-9.60629692599884
3.54,1.4,-9.40358241939474
3.54,1.6,-9.200789860603662
3.54,1.8,-8.997880948426628
3.54,2.0,-8.794915821926269
3.54,2.2,-8.591821682958567
3.54,2.4,-8.388590762284787
3.54,2.6,-8.185248617149055
3.54,2.8,-7.981752545270306
3.54,3.0,-7.7780233518603445
3.54,3.2,-7.574083489764617
3.54,3.4,-7.369815583081196
3.54,3.6,-7.1650983574656415
3.54,3.8,-6.959809315039541
3.54,4.0,-6.753540776548055
3.54,4.2,-6.546489092284025
3.54,4.4,-6.3381136746844975
3.54,4.6,-6.128243121797065
3.54,4.8,-5.916802625474002
3.54,5.0,-5.7039547314803425
3.54,5.2,-5.490110489507133
3.54,5.4,-5.275833808594701
3.54,5.6,-5.061658069479163
3.54,5.8,-4.847994554264836
3.54,6.0,-4.6350612034850025
3.54,6.2,-4.423084207169973
3.54,6.4,-4.212066193633066
3.54,6.6,-4.002063696483307
3.54,6.8,-3.7931038101603036
3.54,7.0,-3.5852380669196733
3.54,7.2,-3.378503663330131
3.54,7.4,-3.173010127732774
3.54,7.6,-2.9689520417522264
3.54,7.8,-2.766529434753168
3.54,8.0,-2.56614311597865
3.54,8.2,-2.368386263035654
3.54,8.4,-2.1741573284091764
3.54,8.6,-1.984504956201903
3.54,8.8,-1.800429282740398
3.54,9.0,-1.6224462550263448
3.54,9.2,-1.4486689435440894
3.54,9.4,-1.275666487307605
3.54,9.6,-1.092303081011713
3.54,9.8,-0.7869761183322435
3.54,10.0,-0.44520580631430207
3.54,10.2,-0.34081635023088885
3.54,10.4,-0.2545918225735571
3.54,10.6,-0.17768991323454286
3.54,10.8,-0.10721462952786288
3.54,11.0,-0.04271771231229126
3.54,11.2,0.021763780383604183
3.54,11.4,0.08408439217797595
3.62,-1.6,-12.538429366933972
3.62,-1.4,-12.336448049946348
3.62,-1.2,-12.13439961325192
3.62,-1.0,-11.932340179922893
3.62,-0.8,-11.730209901680434
3.62,-0.6,-11.528094702847282
3.62,-0.4,-11.325875096619932
3.62,-0.2,-11.123637247965826
3.62,0.0,-10.921349385734436
3.62,0.2,-10.718978837867898
3.62,0.4,-10.516582765094995
3.62,0.6,-10.314128237139908
3.62,0.8,-10.11164255688444
3.62,1.0,-9.909030483042852
3.62,1.2,-9.7063794071582
3.62,1.4,-9.50365472088119
3.62,1.6,-9.300851728000094
3.62,1.8,-9.097996782905518
3.62,2.0,-8.894989608304448
3.62,2.2,-8.691918458856374
3.62,2.4,-8.48874482227615
3.62,2.6,-8.285461068218769
3.62,2.8,-8.082091109594774
3.62,3.0,-7.878494293660094
3.62,3.2,-7.674824786242569
3.62,3.4,-7.470972672147211
3.62,3.6,-7.266925559061367
3.62,3.8,-7.062704531862962
3.62,4.0,-6.858297366086627
3.62,4.2,-6.653588040973746
3.62,4.4,-6.44849291864787
3.62,4.6,-6.243033661876776
3.62,4.8,-6.037059077287831
3.62,5.0,-5.83042034236386
3.62,5.2,-5.622935585399593
3.62,5.4,-5.414394395952016
3.62,5.6,-5.2044535808423396
3.62,5.8,-4.9930535657059885
3.62,6.0,-4.780167574973158
3.62,6.2,-4.566018992691533
3.62,6.4,-4.351235581026123
3.62,6.6,-4.136398098526797
3.62,6.8,-3.9221010401137435
3.62,7.0,-3.7089126170573636
3.62,7.2,-3.4970571362842153
3.62,7.4,-3.286827202062957
3.62,7.6,-3.078358122799923
3.62,7.8,-2.8718160374686725
3.62,8.0,-2.667476705113108
3.62,8.2,-2.4657173974178974
3.62,8.4,-2.267174606897191
3.62,8.6,-2.072687508615262
3.62,8.8,-1.8833298897498665
3.62,9.0,-1.699921421523521
3.62,9.2,-1.5216441037695168
3.62,9.4,-1.3462026707877939
3.62,9.6,-1.1679404791654688
3.62,9.8,-0.9715575544842818
3.62,10.0,-0.6275179197353884
3.62,10.2,-0.3957633448450496
3.62,10.4,-0.2935209176766794
3.62,10.6,-0.20728908979308244
3.62,10.8,-0.12942300764193598
3.62,11.0,-0.058906927290572925
3.62,11.2,0.009181310012523047
3.62,11.4,0.07484354065445002
3.62,11.6,0.14185203675342453
3.62,11.8,0.20920774320408028
3.62,12.0,0.28017304028944323
3.62,12.2,0.35357548191176696
3.62,12.4,0.4293617620823813
3.62,12.6,0.5083350691850868
3.62,12.8,0.5896734755161424
3.62,13.0,0.6731030342064342
3.62,13.2,0.75859964714676
3.62,13.4,0.8460004078620046
3.62,13.6,0.9354304623926569
3.7,-1.4,-12.43928158660754
3.7,-1.2,-12.236861487486962
3.7,-1.0,-12.034454656917376
3.7,-0.8,-11.832087753444466
3.7,-0.6,-11.629731477629953
3.7,-0.4,-11.427384229548789
3.7,-0.2,-11.224987614348644
3.7,0.0,-11.022624878174122
3.7,0.2,-10.820179918431027
3.7,0.4,-10.617736037666566
3.7,0.6,-10.415262050255004
3.7,0.8,-10.212667795810423
3.7,1.0,-10.010065977345755
3.7,1.2,-9.807424226453776
3.7,1.4,-9.604679454343334
3.7,1.6,-9.401826534157522
3.7,1.8,-9.198949858745634
3.7,2.0,-8.996014825937067
3.7,2.2,-8.792924457316849
3.7,2.4,-8.589762724150566
3.7,2.6,-8.386460911122327
3.7,2.8,-8.183071831041683
3.7,3.0,-7.979555327057672
3.7,3.2,-7.77590188357154
3.7,3.4,-7.572068449431613
3.7,3.6,-7.368106716114365
3.7,3.8,-7.164004821087562
3.7,4.0,-6.959684639242303
3.7,4.2,-6.755164166608116
3.7,4.4,-6.550396702962544
3.7,4.6,-6.345370059273628
3.7,4.8,-6.1401085987888475
3.7,5.0,-5.934538209028076
3.7,5.2,-5.728658061311581
3.7,5.4,-5.522404228640407
3.7,5.6,-5.315753124432559
3.7,5.8,-5.108587393927629
3.7,6.0,-4.900831854369869
3.7,6.2,-4.6923470184092935
3.7,6.4,-4.482855092570181
3.7,6.6,-4.272208140081908
3.7,6.8,-4.060286528091358
3.7,7.0,-3.847199157631909
3.7,7.2,-3.6333388266059328
3.7,7.4,-3.4193531205437373
3.7,7.6,-3.205993811992683
3.7,7.8,-2.993961411820496
3.7,8.0,-2.78392458441237
3.7,8.2,-2.5764118625781878
3.7,8.4,-2.3720380090944957
3.7,8.6,-2.171566798545979
3.7,8.8,-1.9758841559010174
3.7,9.0,-1.7859868298111723
3.7,9.2,-1.6018859546185353
3.7,9.4,-1.422217414788486
3.7,9.6,-1.2436241696034174
3.7,9.8,-1.057672952572891
3.7,10.0,-0.8355631563061617
3.7,10.2,-0.5090966058124469
3.7,10.4,-0.3462215512217365
3.7,10.6,-0.24402008856463736
3.7,10.8,-0.15632413939313353
3.7,11.0,-0.07863701034704147
3.7,11.2,-0.005837298404199324
3.7,11.4,0.06379657666539283
3.7,11.6,0.13302736129509143
3.7,11.8,0.2021482213072437
3.7,12.0,0.2745443936225793
3.7,12.2,0.3490227232517813
3.7,12.4,0.42584467975201246
3.7,12.6,0.5056587169420343
3.7,12.8,0.587632231036127
3.7,13.0,0.6715710075552251
3.7,13.2,0.7574242839007967
3.7,13.4,0.8451261127852765
3.7,13.6,0.9347579127811009
3.78,-1.4,-12.571309193785517
3.78,-1.2,-12.363305284398038
3.78,-1.0,-12.156152601992716
3.78,-0.8,-11.949882416205357
3.78,-0.6,-11.744298635130043
3.78,-0.4,-11.539367469541975
3.78,-0.2,-11.334863356744071
3.78,0.0,-11.130799874052363
3.78,0.2,-10.92699628096841
3.78,0.4,-10.723445884720295
3.78,0.6,-10.520115379524961
3.78,0.8,-10.31688832573612
3.78,1.0,-10.113704917717206
3.78,1.2,-9.910618549697773
3.78,1.4,-9.707512413685004
3.78,1.6,-9.50446832828166
3.78,1.8,-9.301367926108902
3.78,2.0,-9.098206041265096
3.78,2.2,-8.895064282776906
3.78,2.4,-8.691762404474174
3.78,2.6,-8.488468690432972
3.78,2.8,-8.284999142173668
3.78,3.0,-8.08146322814195
3.78,3.2,-7.877822109763107
3.78,3.4,-7.67397430007002
3.78,3.6,-7.470028926567571
3.78,3.8,-7.265912576210953
3.78,4.0,-7.061611349554047
3.78,4.2,-6.857108646306862
3.78,4.4,-6.652421031999357
3.78,4.6,-6.447471540921933
3.78,4.8,-6.242278326543544
3.78,5.0,-6.036863812945944
3.78,5.2,-5.831122368603734
3.78,5.4,-5.625152627909581
3.78,5.6,-5.418862501047622
3.78,5.8,-5.212304413831959
3.78,6.0,-5.00547449965465
3.78,6.2,-4.798381092021596
3.78,6.4,-4.5909712693167695
3.78,6.6,-4.383241907572491
3.78,6.8,-4.175124078274317
3.78,7.0,-3.9664801938814347
3.78,7.2,-3.7571493735137795
3.78,7.4,-3.5470175112625064
3.78,7.6,-3.336023669967328
3.78,7.8,-3.1242693108625166
3.78,8.0,-2.912347647695166
3.78,8.2,-2.7009982988740653
3.78,8.4,-2.491336885540237
3.78,8.6,-2.2844598921337074
3.78,8.8,-2.0815997989059647
3.78,9.0,-1.8840095959015133
3.78,9.2,-1.6924515581844033
3.78,9.4,-1.5065436132612167
3.78,9.6,-1.3244484132910694
3.78,9.8,-1.140943266429141
3.78,10.0,-0.9454576204899005
3.78,10.2,-0.6947474784230645
3.78,10.4,-0.42636498134764
3.78,10.6,-0.29194589596656184
3.78,10.8,-0.18994744102507127
3.78,11.0,-0.10307366903275128
3.78,11.2,-0.02400767203208675
3.78,11.4,0.050230439349594404
3.78,11.6,0.12265709981550091
3.78,11.8,0.19435193415111468
3.78,12.0,0.2682082966912031
3.78,12.2,0.3438169340896735
3.78,12.4,0.42166284155881556
3.78,12.6,0.5023826994630045
3.78,12.8,0.5851068468702909
3.78,13.0,0.6696814892989871
3.78,13.2,0.7560186536474387
3.78,13.4,0.844060415758579
3.78,13.6,0.933922709133589
3.86,-1.4,-12.732885780817625
3.86,-1.2,-12.529605338211343
3.86,-1.0,-12.325428277941407
3.86,-0.8,-12.12013348437403
3.86,-0.6,-11.913520881982423
3.86,-0.4,-11.705375419757388
3.86,-0.2,-11.495972667895085
3.86,0.0,-11.285619085296569
3.86,0.2,-11.074988472374638
3.86,0.4,-10.864514826007289
3.86,0.6,-10.654673061159766
3.86,0.8,-10.445666297744665
3.86,1.0,-10.237547444565104
3.86,1.2,-10.030280560412484
3.86,1.4,-9.823750844090204
3.86,1.6,-9.617886962534598
3.86,1.8,-9.412512491093167
3.86,2.0,-9.207576946390867
3.86,2.2,-9.0028930846156
3.86,2.4,-8.798450127653947
3.86,2.6,-8.594210208993244
3.86,2.8,-8.390079325053158
3.86,3.0,-8.18593445346801
3.86,3.2,-7.981824579600596
3.86,3.4,-7.7776826472678815
3.86,3.6,-7.573468983918788
3.86,3.8,-7.369172068525393
3.86,4.0,-7.164809275302857
3.86,4.2,-6.9602475720591475
3.86,4.4,-6.75550104171221
3.86,4.6,-6.550553642370769
3.86,4.8,-6.34538968819008
3.86,5.0,-6.139963257614816
3.86,5.2,-5.93429319578247
3.86,5.4,-5.72833353304992
3.86,5.6,-5.522087943489678
3.86,5.8,-5.315564130378377
3.86,6.0,-5.108781560134656
3.86,6.2,-4.90173914698231
3.86,6.4,-4.69451876057658
3.86,6.6,-4.487079380787459
3.86,6.8,-4.279532804107391
3.86,7.0,-4.071861985605024
3.86,7.2,-3.864138577968382
3.86,7.4,-3.6562843369035516
3.86,7.6,-3.4482362033515033
3.86,7.8,-3.239948948093098
3.86,8.0,-3.0313328727985116
3.86,8.2,-2.8223227356088825
3.86,8.4,-2.613167987218026
3.86,8.6,-2.4046094209934434
3.86,8.8,-2.1976754140821186
3.86,9.0,-1.9939617676161692
3.86,9.2,-1.794941083600242
3.86,9.4,-1.6015835375664136
3.86,9.6,-1.4133790124091496
3.86,9.8,-1.2276474749210076
3.86,10.0,-1.0380463132600948
3.86,10.2,-0.8301625442654748
3.86,10.4,-0.5709294400389565
3.86,10.6,-0.3597482685802936
3.86,10.8,-0.2346437251144508
3.86,11.0,-0.13374094543305468
3.86,11.2,-0.04641960690051048
3.86,11.4,0.03337330490084504
3.86,11.6,0.10996825372975075
3.86,11.8,0.18499232032104526
3.86,12.0,0.26095991797291923
3.86,12.2,0.3381939004033066
3.86,12.4,0.4172898070798092
3.86,12.6,0.4991510560682728
3.86,12.8,0.5826454167520374
3.86,13.0,0.6677208404839308
3.86,13.2,0.7544296634444027
3.86,13.4,0.8427926404703443
3.86,13.6,0.9329001911399653
3.94,-1.2,-12.631493036363779
3.94,-1.0,-12.429825344208236
3.94,-0.8,-12.228098928666938
3.94,-0.6,-12.026306277488025
3.94,-0.4,-11.824408317247986
3.94,-0.2,-11.622361745717496
3.94,0.0,-11.42012064394636
3.94,0.2,-11.217567954740927
3.94,0.4,-11.014576496566816
3.94,0.6,-10.810951142009221
3.94,0.8,-10.606416653345395
3.94,1.0,-10.400747469004386
3.94,1.2,-10.19366357689151
3.94,1.4,-9.985101763771974
3.94,1.6,-9.775215240989438
3.94,1.8,-9.564413793323029
3.94,2.0,-9.353255293325482
3.94,2.2,-9.142272778065086
3.94,2.4,-8.931872034935042
3.94,2.6,-8.722248017537055
3.94,2.8,-8.513452152020946
3.94,3.0,-8.305451674390685
3.94,3.2,-8.098126559530801
3.94,3.4,-7.891372852930538
3.94,3.6,-7.685067347952122
3.94,3.8,-7.479092600533894
3.94,4.0,-7.2734926917131215
3.94,4.2,-7.067837118387625
3.94,4.4,-6.862285221477373
3.94,4.6,-6.656703190914521
3.94,4.8,-6.4510451340484565
3.94,5.0,-6.245265387233584
3.94,5.2,-6.039349733374138
3.94,5.4,-5.8331931084662365
3.94,5.6,-5.626819151117462
3.94,5.8,-5.420195459140501
3.94,6.0,-5.213297746553434
3.94,6.2,-5.006142758887985
3.94,6.4,-4.798794892775549
3.94,6.6,-4.5912099695276085
3.94,6.8,-4.383486933544744
3.94,7.0,-4.175709726819496
3.94,7.2,-3.967909273538904
3.94,7.4,-3.7601662189594944
3.94,7.6,-3.5525627625366454
3.94,7.8,-3.345134840852457
3.94,8.0,-3.1378971542682255
3.94,8.2,-2.930846563392014
3.94,8.4,-2.7239565826812977
3.94,8.6,-2.5173728837941898
3.94,8.8,-2.311341798564783
3.94,9.0,-2.1065456162680896
3.94,9.2,-1.904158591416161
3.94,9.4,-1.7054511381433375
3.94,9.6,-1.5112321805507611
3.94,9.8,-1.3208143360250308
3.94,10.0,-1.130595352819383
3.94,10.2,-0.9331596524054874
3.94,10.4,-0.709466479797051
3.94,10.6,-0.47305438686648327
3.94,10.8,-0.29854943596163647
3.94,11.0,-0.17591851603437486
3.94,11.2,-0.07633190772413255
3.94,11.4,0.011792355328218094
3.94,11.6,0.09383395286987463
3.94,11.8,0.1726702102794556
3.94,12.0,0.2513214868667222
3.94,12.2,0.3307331908115172
3.94,12.4,0.4115161656451797
3.94,12.6,0.4945311576074179
3.94,12.8,0.578914133541911
3.94,13.0,0.664755403766199
3.94,13.2,0.7520997262921598
3.94,13.4,0.8410777631146507
3.94,13.6,0.9315941967474798
4.02,-1.0,-12.529943399377295
4.02,-0.8,-12.327784846402439
4.02,-0.6,-12.125671091309194
4.02,-0.4,-11.923599350213177
4.02,-0.2,-11.721565281076058
4.02,0.0,-11.519521011832854
4.02,0.2,-11.317529625238883
4.02,0.4,-11.115504139394346
4.02,0.6,-10.913435978751716
4.02,0.8,-10.711351693841662
4.02,1.0,-10.509166971021374
4.02,1.2,-10.306873933418613
4.02,1.4,-10.104425630018198
4.02,1.6,-9.901737671632477
4.02,1.8,-9.698642401671727
4.02,2.0,-9.49505755898531
4.02,2.2,-9.290739689043594
4.02,2.4,-9.085374103947169
4.02,2.6,-8.878740203505856
4.02,2.8,-8.670594039443234
4.02,3.0,-8.460991171654067
4.02,3.2,-8.250111296080025
4.02,3.4,-8.038422454945318
